0.49186	0.83078	0.26053	-0.24992	0.42135	-0.87178	-0.83404	0.36368	0.41487
-0.77016	-0.59598	-0.2273	0.56338	-0.80268	0.19574	-0.2991	0.022694	0.95395
-0.18781	0.57507	0.79626	-0.95269	-0.3039	-0.0052338	0.23897	-0.75957	0.60494
0.7997	-0.58841	-0.11935	0.58861	0.72917	0.34907	-0.11837	-0.3494	0.92947
0.032511	-0.9231	0.38318	-0.85276	0.17434	0.49235	-0.5213	-0.34277	-0.78151
0.72021	0.51537	-0.46443	-0.23899	-0.44417	-0.86348	-0.6513	0.73288	-0.19673
-0.97081	0.2365	0.04	-0.17559	-0.58714	-0.79021	-0.1634	-0.77417	0.61153
0.90985	0.32687	0.25558	-0.37242	0.37174	0.85036	0.18295	-0.86889	0.45997
0.18422	-0.94801	-0.25949	-0.89718	-0.27001	0.34951	-0.4014	0.16842	-0.90028
0.74542	0.54951	-0.37734	-0.54012	0.16615	-0.82503	-0.39066	0.8188	0.42065
0.45184	0.87488	-0.17444	-0.8713	0.47476	0.12421	0.19148	0.09587	0.9768
0.43574	-0.63464	-0.63825	0.74077	-0.14993	0.65481	-0.51127	-0.75812	0.40479
-0.68471	-0.71341	0.14906	0.65462	-0.69191	-0.30452	0.32038	-0.11093	0.94077
0.63855	-0.35747	0.68152	0.0959	0.91563	0.39041	-0.76358	-0.18394	0.61896
-0.61812	-0.2192	-0.7549	-0.66719	-0.36153	0.65127	-0.41568	0.90623	0.077227
0.53377	-0.08875	-0.84096	-0.3929	-0.90665	-0.1537	-0.74881	0.41245	-0.51881
-0.067416	0.87076	-0.48706	0.14415	-0.47455	-0.86835	-0.98726	-0.12875	-0.093528
-0.68037	0.079285	0.72857	0.37622	-0.81536	0.44006	0.62893	0.5735	0.52492
0.30908	-0.097427	0.94603	0.79528	-0.51902	-0.31328	0.52153	0.84919	-0.082938
-0.41838	0.34285	0.84107	0.3698	0.91009	-0.18703	-0.82958	0.23278	-0.50755
-0.56516	-0.22212	0.79452	-0.67198	-0.43474	-0.59953	0.47858	-0.87273	0.096442
0.11498	-0.0033291	0.99336	0.48725	-0.87125	-0.059317	0.86566	0.49084	-0.098551
-0.73145	-0.094461	0.67532	0.63073	-0.47009	0.61741	0.25914	0.87755	0.40342
-0.091061	0.9942	0.057208	0.87717	0.10727	-0.46805	-0.47147	0.0075596	-0.88185
-0.59018	-0.14526	0.79409	0.012898	-0.98525	-0.17064	0.80717	-0.090468	0.58335
-0.1629	-0.81923	0.54984	0.83951	0.17769	0.51347	-0.51835	0.54524	0.6588
