-0.0393023987545 4.71759497089 4.61775011643e-06  0
-0.0393984828097 4.69607898225 4.08297608088e-06  0
-0.0286475277554 7.42486052965 0.119843286002  0
0.0141112605181 12.5841116631 12.5376017058  0
-0.00475343839912 14.4814055543 38.4905145748  0
0.0131900943537 12.8683012209 13.6389116338  0
-0.00896545347178 13.6656127072 30.3221633273  1
0.00148642157555 14.8702667664 38.8460498571  1
-0.0033379059226 14.6597436442 40.0706744285  1
0.0472333121252 3.63325612456 4.50265699591e-09  0
0.00856889981569 14.0507868316 22.2802878203  1
-0.0172964325013 11.141422522 9.14487035649  0
-0.0080974450029 13.8662318203 32.4230880329  1
0.0187827418832 10.9774086059 9.09446104678  0
-0.0622470765054 1.29572980044 5.18183379401e-26  0
-0.0139634670208 12.2497639133 16.5924494997  0
0.0124726578916 13.0797272974 14.6578478756  0
0.0091992419516 13.9164724516 20.86718001  1
-0.0548659969077 2.00559907609 5.21317205252e-18  0
-0.00788736890249 13.9123971806 32.9009555858  0
0.00353418474857 14.7692590348 34.691670571  0
0.0266744505936 8.11733837877 1.94047681935  0
0.0297365887555 7.12663790651 0.50475488471  0
-0.0130765463858 12.5278920126 18.9576797555  0
0.0128423900867 12.9719013974 14.1150018019  0
-0.00302132664288 14.6925767277 40.3347540011  1
-0.0106521146048 13.233320733 25.7849248485  0
0.0337592186267 6.00804246059 0.0382417138613  0
0.000600856740537 14.8786826313 40.0343152917  1
0.0551715041804 2.66675101613 1.67886629675e-15  0
0.0251827652296 8.63548215293 3.14019708761  1
0.00581136118043 14.5249714705 28.9811064512  1
-0.0269920581459 7.91643771151 0.321206412227  0
0.0113691527168 13.3863786814 16.4924388939  1
0.0566699747108 2.48583469159 6.53840368799e-17  0
-0.0125933739252 12.6753221321 20.2929746182  1
-0.00895406550793 13.6683451652 30.3509574448  1
-0.0610628413005 1.39250871516 1.25943826755e-24  0
0.00375197851197 14.7518535274 34.1702402374  1
0.00315980380125 14.7961984317 35.5618744785  1
0.0268700010007 8.05094990021 1.80713855314  0
-0.00056629851651 14.8572327549 40.9040802484  1
0.000341570474838 14.8771110033 40.2971718214  1
0.0052205798436 14.6014806897 30.4874833461  1
-0.0350362082591 5.72013162572 0.000614136375899  0
0.0127683490904 12.9936897921 14.2207030945  0
0.0129118289987 12.951379523 14.0172470356  1
-0.0376380196619 5.09765917415 3.55559906267e-05  0
0.0128422458218 12.9719439451 14.1152062832  0
-0.0372962975495 5.17741335862 5.29321346492e-05  0
-0.0318987054606 6.52212888529 0.0110486739208  0
0.0223023724545 9.67960562827 6.02065837723  0
-0.0262060324982 8.15762268683 0.487419378463  0
-0.131502850221 0.314407335271 7.65823632666e-175  0
-0.026709717602 8.00249840241 0.374495248278  0
-0.0364579334491 5.37559778841 0.00013628712174  0
-0.0068946283243 14.1174116367 34.9848254299  1
0.0150976915938 12.2654767585 11.594721318  0
-0.0104007836309 13.3010690102 26.4877129109  1
0.0607040383428 1.9994384125 5.14264514485e-21  0
0.0324121932962 6.35797493891 0.101007930444  0
0.00894178947839 13.9724476566 21.4379365193  0
0.0339731758216 5.95475922807 0.0324434210082  0
0.00207424733495 14.8529038024 37.8283534466  1
0.0226667322898 9.54542871391 5.64634260407  1
0.0204433606284 10.3671690019 7.79999787228  1
0.00181880812791 14.861602704 38.2912708399  1
0.0173001870965 11.5104052411 10.0533258228  0
-0.00805811957342 13.8749460282 32.513492998  1
-0.0143422579944 12.1283150235 15.624278573  1
0.0382846354119 5.00937383658 0.00064541148728  0
-0.00473964647647 14.483388065 38.5088137694  1
0.0118038125489 13.2683867429 15.7329823838  1
-0.0133085796568 12.4560292546 18.3269902656  1
0.0434665923187 4.14371783136 1.23933008278e-06  0
-0.00867341522981 13.7348530606 31.0506848601  1
0.00629192235899 14.4560715723 27.7654478423  1
0.044716361018 3.96650226371 2.12424914328e-07  0
0.0941290366165 0.334636821404 2.10499027212e-72  0
-0.0159169574982 11.6094822149 11.9234224339  0
0.00245786932872 14.8365116781 37.0785644016  1
-0.00363796487094 14.6262229452 39.7883150267  0
-0.0228978103548 9.22394447551 2.02885959684  0
-0.0113781273961 13.0315612124 23.7299844092  1
-0.0317946908325 6.54980480489 0.012037955494  0
0.00979349636536 13.7814994295 19.5864914866  0
-0.0150059386219 11.9121581048 13.9980704897  0
0.0551263211024 2.67219699196 1.84735511662e-15  0
-0.0141486875294 12.1905635841 16.115586615  0
-0.0085318704921 13.7677829382 31.3961147379  1
-0.00661884141066 14.1704074428 35.5116416755  1
0.00792169612825 14.1789270392 23.7831794637  1
0.0447450040944 3.96254623768 2.03771806181e-07  0
-0.0371412917149 5.21378491757 6.3252078614e-05  0
0.0201039094981 10.492574377 8.08932061249  0
0.00669584751235 14.3935895922 26.7555986932  1
-0.0163203855787 11.4736253283 11.0654186379  0
0.0170565399684 11.5963987218 10.2055602766  0
-0.0164926107051 11.4153401839 10.7106023024  0
0.00808752580783 14.1470523699 23.393383159  1
