0.814724	0.162182	0.644318
0.905792	0.794285	0.378609
0.126987	0.311215	0.81158
0.913376	0.528533	0.532826
0.632359	0.165649	0.350727
0.0975404	0.601982	0.939002
0.278498	0.262971	0.875943
0.546882	0.654079	0.550156
0.957507	0.689215	0.622475
0.964889	0.748152	0.587045
0.157613	0.450542	0.207742
0.970593	0.0838214	0.301246
0.957167	0.228977	0.470923
0.485376	0.913337	0.230488
0.80028	0.152378	0.844309
0.141886	0.825817	0.194764
0.421761	0.538342	0.225922
0.915736	0.996135	0.170708
0.792207	0.0781755	0.227664
0.959492	0.442678	0.435699
0.655741	0.106653	0.311102
0.0357117	0.961898	0.92338
0.849129	0.00463422	0.430207
0.933993	0.77491	0.184816
0.678735	0.817303	0.904881
0.75774	0.868695	0.979748
0.743132	0.0844358	0.43887
0.392227	0.399783	0.111119
0.655478	0.25987	0.258065
0.171187	0.800068	0.40872
0.706046	0.431414	0.594896
0.0318328	0.910648	0.262212
0.276923	0.181847	0.602843
0.0461714	0.263803	0.711216
0.0971318	0.145539	0.221747
0.823458	0.136069	0.117418
0.694829	0.869292	0.296676
0.317099	0.579705	0.318778
0.950222	0.54986	0.424167
0.0344461	0.144955	0.507858
0.438744	0.853031	0.0855158
0.381558	0.622055	0.262482
0.765517	0.350952	0.801015
0.7952	0.51325	0.0292203
0.186873	0.401808	0.928854
0.489764	0.0759667	0.730331
0.445586	0.239916	0.488609
0.646313	0.123319	0.578525
0.709365	0.183908	0.237284
0.754687	0.239953	0.458849
0.276025	0.417267	0.963089
0.679703	0.0496544	0.546806
0.655098	0.902716	0.521136
0.162612	0.944787	0.231594
0.118998	0.490864	0.488898
0.498364	0.489253	0.62406
0.959744	0.337719	0.679136
0.340386	0.900054	0.395515
0.585268	0.369247	0.367437
0.223812	0.111203	0.987982
0.751267	0.780252	0.0377389
0.255095	0.389739	0.885168
0.505957	0.241691	0.913287
0.699077	0.403912	0.796184
0.890903	0.0964545	0.0987123
0.959291	0.131973	0.261871
0.547216	0.942051	0.335357
0.138624	0.956135	0.679728
0.149294	0.575209	0.136553
0.257508	0.0597795	0.721227
0.840717	0.23478	0.106762
0.254282	0.353159	0.653757
0.814285	0.821194	0.494174
0.243525	0.0154034	0.779052
0.929264	0.0430238	0.715037
0.349984	0.16899	0.903721
0.196595	0.649115	0.890923
0.251084	0.731722	0.334163
0.616045	0.647746	0.698746
0.473289	0.450924	0.19781
0.35166	0.547009	0.0305409
0.830829	0.296321	0.744074
0.585264	0.744693	0.500022
0.549724	0.188955	0.479922
0.917194	0.686775	0.904722
0.285839	0.183511	0.609867
0.7572	0.368485	0.617666
0.753729	0.625619	0.859442
0.380446	0.780227	0.805489
0.567822	0.0811258	0.576722
0.0758543	0.929386	0.182922
0.0539501	0.775713	0.239932
0.530798	0.486792	0.886512
0.779167	0.435859	0.0286742
0.934011	0.446784	0.489901
0.129906	0.306349	0.167927
0.568824	0.508509	0.978681
0.469391	0.510772	0.712694
0.0119021	0.817628	0.500472
0.337123	0.794831	0.471088
