-0.0393023987545 4.71759497089 0  0
-0.0393984828097 4.69607898225 0  0
-0.0286475277554 7.42486052965 0  0
0.0141112605181 12.5841116631 25  1
-0.00475343839912 14.4814055543 25  0
0.0131900943537 12.8683012209 25  0
-0.00896545347178 13.6656127072 25  1
0.00148642157555 14.8702667664 25  1
-0.0033379059226 14.6597436442 25  0
0.0472333121252 3.63325612456 0  0
0.00856889981569 14.0507868316 25  1
-0.0172964325013 11.141422522 25  1
-0.0080974450029 13.8662318203 25  0
0.0187827418832 10.9774086059 25  1
-0.0622470765054 1.29572980044 0  0
-0.0139634670208 12.2497639133 25  1
0.0124726578916 13.0797272974 25  1
0.0091992419516 13.9164724516 25  1
-0.0548659969077 2.00559907609 0  0
-0.00788736890249 13.9123971806 25  0
0.00353418474857 14.7692590348 25  0
0.0266744505936 8.11733837877 0  0
0.0297365887555 7.12663790651 0  0
-0.0130765463858 12.5278920126 25  1
0.0128423900867 12.9719013974 25  1
-0.00302132664288 14.6925767277 25  0
-0.0106521146048 13.233320733 25  1
0.0337592186267 6.00804246059 0  0
0.000600856740537 14.8786826313 25  1
0.0551715041804 2.66675101613 0  0
0.0251827652296 8.63548215293 0  0
0.00581136118043 14.5249714705 25  1
-0.0269920581459 7.91643771151 0  0
0.0113691527168 13.3863786814 25  1
0.0566699747108 2.48583469159 0  0
-0.0125933739252 12.6753221321 25  1
-0.00895406550793 13.6683451652 25  1
-0.0610628413005 1.39250871516 0  0
0.00375197851197 14.7518535274 25  1
0.00315980380125 14.7961984317 25  1
0.0268700010007 8.05094990021 0  0
-0.00056629851651 14.8572327549 25  1
0.000341570474838 14.8771110033 25  1
0.0052205798436 14.6014806897 25  1
-0.0350362082591 5.72013162572 0  0
0.0127683490904 12.9936897921 25  1
0.0129118289987 12.951379523 25  1
-0.0376380196619 5.09765917415 0  0
0.0128422458218 12.9719439451 25  1
-0.0372962975495 5.17741335862 0  0
-0.0318987054606 6.52212888529 0  0
0.0223023724545 9.67960562827 0  0
-0.0262060324982 8.15762268683 0  0
-0.131502850221 0.314407335271 0  0
-0.026709717602 8.00249840241 0  0
-0.0364579334491 5.37559778841 0  0
-0.0068946283243 14.1174116367 25  1
0.0150976915938 12.2654767585 25  1
-0.0104007836309 13.3010690102 25  1
0.0607040383428 1.9994384125 0  0
0.0324121932962 6.35797493891 0  0
0.00894178947839 13.9724476566 25  0
0.0339731758216 5.95475922807 0  0
0.00207424733495 14.8529038024 25  1
0.0226667322898 9.54542871391 0  0
0.0204433606284 10.3671690019 0  0
0.00181880812791 14.861602704 25  0
0.0173001870965 11.5104052411 25  1
-0.00805811957342 13.8749460282 25  1
-0.0143422579944 12.1283150235 25  1
0.0382846354119 5.00937383658 0  0
-0.00473964647647 14.483388065 25  1
0.0118038125489 13.2683867429 25  1
-0.0133085796568 12.4560292546 25  1
0.0434665923187 4.14371783136 0  0
-0.00867341522981 13.7348530606 25  1
0.00629192235899 14.4560715723 25  1
0.044716361018 3.96650226371 0  0
0.0941290366165 0.334636821404 0  0
-0.0159169574982 11.6094822149 25  1
0.00245786932872 14.8365116781 25  1
-0.00363796487094 14.6262229452 25  0
-0.0228978103548 9.22394447551 0  0
-0.0113781273961 13.0315612124 25  1
-0.0317946908325 6.54980480489 0  0
0.00979349636536 13.7814994295 25  0
-0.0150059386219 11.9121581048 25  0
0.0551263211024 2.67219699196 0  0
-0.0141486875294 12.1905635841 25  1
-0.0085318704921 13.7677829382 25  1
-0.00661884141066 14.1704074428 25  1
0.00792169612825 14.1789270392 25  1
0.0447450040944 3.96254623768 0  0
-0.0371412917149 5.21378491757 0  0
0.0201039094981 10.492574377 0  0
0.00669584751235 14.3935895922 25  1
-0.0163203855787 11.4736253283 25  1
0.0170565399684 11.5963987218 25  1
-0.0164926107051 11.4153401839 25  1
0.00808752580783 14.1470523699 25  1
